transferid,organid,fromhospitalid,tohospitalid,pickuptime,deliverytime,transportationmode,preservation,conditiononarrival
9990527,334280,8,5,2020-04-29 01:44:51,2020-04-29 10:25:51,Charter Jet,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990528,333392,5,9,2024-03-02 22:58:07,2024-03-03 22:47:07,Helicopter,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990529,333886,36,46,2020-03-24 21:52:55,2020-03-25 07:42:55,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990530,333870,26,23,2019-04-14 04:47:51,2019-04-14 22:15:51,Helicopter,Cryopreservation,Good - Minor superficial bruising - viable
9990531,333773,47,37,2023-01-05 02:28:02,2023-01-05 22:07:02,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990532,334226,8,19,2024-11-15 21:05:48,2024-11-16 04:10:48,Medical Courier Service,Cryopreservation,Good - Minor superficial bruising - viable
9990533,333792,16,4,2022-06-13 09:48:30,2022-06-14 06:47:30,Helicopter,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990534,334244,38,6,2019-01-28 08:06:29,2019-01-29 06:46:29,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990535,333975,1,3,2023-08-11 23:35:22,2023-08-12 21:13:22,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990536,333839,23,39,2021-02-10 21:22:45,2021-02-11 22:17:45,Specialized Ambulance,Cryopreservation,Compromised - Significant ischemic injury
9990537,333684,1,7,2021-01-19 09:01:48,2021-01-19 14:57:48,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990538,333378,6,3,2021-04-08 21:20:57,2021-04-09 12:12:57,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990539,333780,5,13,2019-06-07 00:19:47,2019-06-07 14:36:47,Charter Jet,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990540,334156,34,4,2024-07-27 01:38:54,2024-07-28 00:32:54,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990541,333599,43,33,2024-08-04 10:30:28,2024-08-05 09:21:28,Charter Jet,Cryopreservation,Good - Minor superficial bruising - viable
9990542,333475,21,30,2022-08-18 17:44:50,2022-08-19 06:16:50,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990543,333601,17,44,2019-01-05 14:46:01,2019-01-05 22:44:01,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990544,333402,13,20,2020-12-04 14:49:16,2020-12-05 12:27:16,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990545,333736,46,43,2021-08-02 17:47:30,2021-08-03 04:38:30,Helicopter,Cryopreservation,Good - Minor superficial bruising - viable
9990546,333681,6,42,2019-07-24 02:31:10,2019-07-24 13:28:10,Medical Courier Service,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990547,334322,24,44,2018-10-31 04:03:24,2018-10-31 17:16:24,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990548,333417,36,38,2025-04-03 04:10:24,2025-04-03 10:36:24,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990549,334179,4,13,2025-02-19 19:21:21,2025-02-20 04:27:21,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990550,333949,5,30,2024-05-26 18:23:40,2024-05-27 13:36:40,Helicopter,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990551,333799,48,31,2019-03-27 13:42:56,2019-03-28 03:11:56,Specialized Ambulance,Cryopreservation,Good - Minor superficial bruising - viable
9990552,333545,18,1,2023-11-27 12:05:39,2023-11-27 14:35:39,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990553,333780,42,31,2024-11-04 00:28:39,2024-11-04 03:23:39,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990554,333889,21,17,2022-06-12 15:16:01,2022-06-13 10:50:01,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990555,333798,24,36,2019-08-25 17:24:37,2019-08-25 23:36:37,Helicopter,Cryopreservation,Excellent - No signs of damage or degradation
9990556,333779,30,36,2021-12-25 21:40:58,2021-12-26 00:47:58,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990557,333657,23,18,2024-05-10 07:09:53,2024-05-11 02:56:53,Helicopter,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990558,333413,43,13,2021-01-02 06:35:41,2021-01-03 07:28:41,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990559,334197,41,47,2018-09-27 00:53:33,2018-09-27 17:31:33,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990560,333570,26,1,2021-02-07 03:29:25,2021-02-07 06:37:25,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990561,333506,35,38,2022-02-17 10:28:15,2022-02-18 00:39:15,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990562,333428,14,22,2022-08-31 01:47:49,2022-08-31 16:50:49,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990563,334003,39,29,2018-08-19 11:54:12,2018-08-19 14:14:12,Helicopter,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990564,334163,48,5,2021-05-12 12:20:06,2021-05-12 22:54:06,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990565,333917,33,26,2021-02-18 12:55:26,2021-02-19 13:47:26,Helicopter,Cryopreservation,Excellent - No signs of damage or degradation
9990566,334034,45,50,2023-02-06 04:52:24,2023-02-07 03:32:24,Charter Jet,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990567,333585,37,43,2021-12-15 22:54:15,2021-12-16 10:21:15,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990568,333581,26,5,2024-07-28 19:45:49,2024-07-29 04:37:49,Air Transport (Commercial),Cryopreservation,Compromised - Significant ischemic injury
9990569,333362,14,46,2020-10-21 18:38:57,2020-10-21 22:24:57,Charter Jet,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990570,333383,50,41,2019-08-25 11:11:38,2019-08-25 17:39:38,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990571,333722,41,17,2019-02-20 03:13:32,2019-02-20 09:23:32,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990572,333360,42,17,2023-01-14 09:43:44,2023-01-15 03:07:44,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990573,333810,34,25,2022-08-22 17:12:08,2022-08-23 06:40:08,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990574,333922,28,8,2023-06-09 10:33:38,2023-06-10 02:16:38,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990575,333671,3,34,2021-09-25 06:19:07,2021-09-25 18:35:07,Medical Courier Service,Cryopreservation,Excellent - No signs of damage or degradation
9990576,334277,48,44,2019-12-17 18:59:37,2019-12-18 13:07:37,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990577,333393,8,5,2020-12-08 21:19:57,2020-12-08 23:52:57,Charter Jet,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990578,333470,38,42,2021-09-29 10:28:21,2021-09-29 13:56:21,Charter Jet,Cryopreservation,Excellent - No signs of damage or degradation
9990579,333618,34,9,2024-09-20 11:22:30,2024-09-20 15:20:30,Charter Jet,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990580,333711,28,27,2024-03-01 05:42:52,2024-03-01 23:57:52,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990581,333769,12,38,2024-07-10 18:35:10,2024-07-10 22:13:10,Charter Jet,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990582,333602,25,30,2024-12-16 22:24:30,2024-12-17 16:26:30,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990583,334321,21,36,2024-10-02 01:59:49,2024-10-02 20:56:49,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990584,333525,34,20,2021-04-01 00:27:45,2021-04-01 10:00:45,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990585,334163,13,33,2018-08-08 19:20:05,2018-08-09 16:19:05,Charter Jet,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990586,334208,2,37,2021-12-09 09:50:54,2021-12-10 00:52:54,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990587,334267,20,38,2021-08-17 02:48:39,2021-08-17 20:26:39,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990588,334059,30,1,2022-11-29 20:03:17,2022-11-30 15:40:17,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990589,333623,36,9,2019-05-05 19:39:45,2019-05-06 15:37:45,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990590,334069,29,25,2020-04-16 07:40:19,2020-04-16 14:36:19,Charter Jet,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990591,333555,6,43,2021-09-10 03:15:31,2021-09-10 09:09:31,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990592,333380,40,2,2022-05-24 00:51:19,2022-05-24 09:56:19,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990593,333771,20,7,2022-11-24 10:45:08,2022-11-25 07:59:08,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990594,333538,11,20,2020-05-13 05:50:18,2020-05-14 02:15:18,Helicopter,Cryopreservation,Excellent - No signs of damage or degradation
9990595,333548,28,16,2023-11-27 17:55:00,2023-11-28 02:03:00,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990596,334241,18,31,2024-10-21 03:39:13,2024-10-22 01:01:13,Air Transport (Commercial),Cryopreservation,Good - Minor superficial bruising - viable
9990597,333991,2,39,2019-09-16 20:05:09,2019-09-17 20:15:09,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990598,334227,36,15,2021-11-11 11:50:35,2021-11-11 20:58:35,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990599,333933,40,14,2024-07-03 12:41:24,2024-07-04 09:51:24,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990600,333502,9,22,2021-01-04 15:45:29,2021-01-04 21:22:29,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990601,334304,13,26,2020-11-13 08:55:12,2020-11-14 09:43:12,Helicopter,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990602,333387,3,13,2019-07-04 15:05:04,2019-07-05 10:04:04,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990603,333789,16,33,2023-10-12 15:10:48,2023-10-13 03:50:48,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990604,333556,45,36,2020-06-28 05:19:10,2020-06-28 16:07:10,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990605,333421,10,37,2024-08-19 18:28:40,2024-08-20 07:23:40,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990606,334270,34,30,2025-01-28 23:09:46,2025-01-29 16:31:46,Air Transport (Commercial),Cryopreservation,Compromised - Significant ischemic injury
9990607,333809,20,10,2020-04-05 18:31:42,2020-04-05 22:43:42,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990608,333653,37,23,2025-04-19 23:42:16,2025-04-20 12:11:16,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990609,334138,38,33,2019-10-02 17:47:55,2019-10-03 09:59:55,Charter Jet,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990610,333664,12,1,2023-04-24 12:17:29,2023-04-24 22:40:29,Charter Jet,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990611,333934,24,28,2021-09-20 13:03:40,2021-09-21 05:43:40,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990612,333377,25,40,2021-08-07 13:42:27,2021-08-08 02:48:27,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990613,333889,15,18,2019-04-16 13:51:57,2019-04-17 06:44:57,Helicopter,Cryopreservation,Compromised - Significant ischemic injury
9990614,333398,20,35,2023-02-21 10:30:23,2023-02-22 00:51:23,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990615,333500,2,14,2021-11-11 21:04:34,2021-11-12 08:37:34,Specialized Ambulance,Cryopreservation,Good - Minor superficial bruising - viable
9990616,334003,23,28,2024-01-21 18:45:12,2024-01-22 18:05:12,Air Transport (Commercial),Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990617,333354,21,29,2022-03-31 17:28:41,2022-04-01 14:38:41,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990618,334100,49,41,2023-07-26 23:32:44,2023-07-27 18:39:44,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990619,333428,27,40,2022-07-17 00:35:12,2022-07-17 09:27:12,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990620,333777,10,36,2023-08-11 22:10:36,2023-08-12 18:41:36,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990621,333758,13,22,2021-11-30 20:14:40,2021-12-01 01:18:40,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990622,334054,31,27,2023-10-05 12:37:33,2023-10-05 21:35:33,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990623,333885,35,50,2022-06-16 22:51:34,2022-06-17 16:38:34,Charter Jet,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990624,333594,11,30,2019-03-27 00:25:28,2019-03-27 10:11:28,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990625,334075,9,32,2023-09-07 00:14:36,2023-09-07 03:52:36,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990626,333941,37,34,2020-09-28 14:45:15,2020-09-28 22:49:15,Helicopter,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990627,333776,32,30,2024-09-26 05:20:58,2024-09-27 04:00:58,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990628,334311,35,14,2018-12-04 17:56:42,2018-12-05 00:23:42,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990629,334157,44,41,2023-07-02 11:35:00,2023-07-03 07:38:00,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990630,334292,50,16,2021-12-02 15:59:01,2021-12-02 19:55:01,Charter Jet,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990631,333949,41,4,2024-04-19 17:45:40,2024-04-19 22:59:40,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990632,333362,30,41,2023-11-03 06:09:48,2023-11-04 04:54:48,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990633,334268,32,31,2020-10-08 07:46:24,2020-10-09 07:15:24,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990634,333348,34,8,2023-06-08 09:17:55,2023-06-08 15:40:55,Air Transport (Commercial),Cryopreservation,Compromised - Significant ischemic injury
9990635,334041,34,18,2024-06-29 19:48:08,2024-06-29 21:53:08,Charter Jet,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990636,333397,50,31,2018-08-23 05:37:18,2018-08-23 12:08:18,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990637,333766,13,28,2021-04-10 00:35:06,2021-04-10 23:42:06,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990638,334053,31,19,2021-12-16 10:25:58,2021-12-16 23:42:58,Helicopter,Cryopreservation,Good - Minor superficial bruising - viable
9990639,333671,26,23,2024-01-16 08:16:27,2024-01-17 06:18:27,Charter Jet,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990640,334315,34,42,2024-01-12 19:43:51,2024-01-13 03:57:51,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990641,333452,45,13,2020-05-22 20:29:31,2020-05-23 18:05:31,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990642,333656,45,34,2022-11-15 16:18:59,2022-11-15 18:42:59,Air Transport (Commercial),Cryopreservation,Compromised - Significant ischemic injury
9990643,333942,27,1,2023-11-06 06:36:44,2023-11-06 22:32:44,Charter Jet,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990644,333659,10,1,2021-09-21 20:25:00,2021-09-22 15:47:00,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990645,333700,45,42,2023-08-02 14:04:13,2023-08-02 17:52:13,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990646,334063,20,10,2023-02-10 22:00:54,2023-02-11 20:06:54,Air Transport (Commercial),Cryopreservation,Good - Minor superficial bruising - viable
9990647,333746,50,6,2021-07-30 21:26:37,2021-07-31 06:32:37,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990648,333377,14,32,2019-10-10 00:45:00,2019-10-10 03:17:00,Helicopter,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990649,333426,25,33,2021-05-08 18:50:53,2021-05-08 23:50:53,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990650,334311,44,31,2024-09-09 04:05:23,2024-09-09 11:27:23,Air Transport (Commercial),Cryopreservation,Good - Minor superficial bruising - viable
9990651,333479,44,5,2021-11-01 22:45:04,2021-11-02 22:47:04,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990652,334278,20,41,2019-05-20 22:27:52,2019-05-21 10:54:52,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990653,334307,5,13,2025-05-19 11:57:28,2025-05-19 18:44:28,Medical Courier Service,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990654,334011,19,22,2021-05-20 13:01:48,2021-05-20 15:42:48,Helicopter,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990655,333628,18,9,2020-12-06 10:35:53,2020-12-06 22:41:53,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990656,334271,47,21,2021-12-22 22:40:22,2021-12-23 10:51:22,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990657,333705,49,42,2020-03-05 02:45:46,2020-03-06 02:28:46,Air Transport (Commercial),Cryopreservation,Good - Minor superficial bruising - viable
9990658,334175,13,37,2021-01-08 11:57:20,2021-01-09 11:02:20,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990659,334288,18,26,2022-05-22 08:03:16,2022-05-22 15:59:16,Helicopter,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990660,333863,8,6,2025-02-11 22:41:49,2025-02-12 10:43:49,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990661,333530,40,21,2022-10-29 16:33:25,2022-10-30 06:23:25,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990662,334070,3,47,2022-06-20 22:09:58,2022-06-21 19:27:58,Medical Courier Service,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990663,333796,8,15,2021-03-07 19:11:27,2021-03-08 06:08:27,Medical Courier Service,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990664,334146,24,18,2018-09-21 06:45:13,2018-09-21 19:00:13,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990665,334085,1,3,2022-01-06 08:49:45,2022-01-07 05:44:45,Air Transport (Commercial),Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990666,333592,39,3,2019-09-26 22:12:21,2019-09-27 10:01:21,Charter Jet,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990667,333942,44,49,2020-07-25 00:22:01,2020-07-25 23:50:01,Air Transport (Commercial),Cryopreservation,Compromised - Significant ischemic injury
9990668,333448,29,44,2022-04-28 00:28:25,2022-04-28 23:51:25,Air Transport (Commercial),Cryopreservation,Good - Minor superficial bruising - viable
9990669,333399,26,22,2019-02-05 00:56:42,2019-02-05 22:09:42,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990670,333766,36,3,2020-12-08 01:28:33,2020-12-08 12:36:33,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990671,333500,14,46,2023-03-25 05:02:53,2023-03-25 11:39:53,Charter Jet,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990672,333576,23,39,2018-12-20 03:50:50,2018-12-20 11:14:50,Air Transport (Commercial),Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990673,334207,32,8,2023-01-21 03:00:17,2023-01-21 18:29:17,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990674,333829,9,46,2022-02-11 18:43:55,2022-02-12 07:38:55,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990675,333971,8,21,2025-01-24 03:10:33,2025-01-24 19:17:33,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990676,333980,44,15,2022-07-24 03:00:50,2022-07-24 05:07:50,Helicopter,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990677,333670,40,7,2023-12-07 12:38:02,2023-12-07 18:53:02,Helicopter,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990678,333950,6,8,2021-02-20 14:26:42,2021-02-20 22:08:42,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990679,333726,30,26,2025-01-07 18:43:49,2025-01-07 21:40:49,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990680,334018,22,33,2019-07-16 11:48:54,2019-07-16 14:24:54,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990681,334163,28,30,2024-05-21 19:24:31,2024-05-22 08:51:31,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990682,333989,44,35,2024-08-29 08:25:09,2024-08-29 22:24:09,Charter Jet,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990683,334047,35,1,2022-04-14 14:37:02,2022-04-14 23:37:02,Air Transport (Commercial),Cryopreservation,Compromised - Significant ischemic injury
9990684,333524,40,14,2022-05-18 22:10:08,2022-05-19 09:09:08,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990685,333945,15,4,2022-06-24 18:07:07,2022-06-25 15:30:07,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990686,333360,16,28,2022-01-24 06:29:07,2022-01-25 01:38:07,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990687,333546,20,35,2021-09-09 02:09:52,2021-09-09 23:49:52,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990688,333807,35,4,2024-04-13 08:42:37,2024-04-13 21:31:37,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990689,333609,29,2,2021-12-09 15:13:25,2021-12-09 22:22:25,Helicopter,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990690,334314,45,2,2019-10-14 14:32:52,2019-10-14 21:23:52,Charter Jet,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990691,334136,29,42,2019-02-08 00:00:36,2019-02-08 19:40:36,Air Transport (Commercial),Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990692,333597,19,21,2024-03-06 08:51:02,2024-03-07 02:02:02,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990693,334028,4,48,2020-09-13 05:32:54,2020-09-13 21:59:54,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990694,334302,42,26,2018-09-06 22:52:43,2018-09-07 14:19:43,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990695,333779,40,22,2020-06-10 11:38:29,2020-06-11 05:41:29,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990696,333708,15,26,2023-09-17 22:14:20,2023-09-18 03:51:20,Charter Jet,Cryopreservation,Good - Minor superficial bruising - viable
9990697,333737,24,28,2023-04-30 09:19:30,2023-04-30 13:08:30,Helicopter,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990698,334220,26,48,2023-09-16 09:54:06,2023-09-16 14:59:06,Charter Jet,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990699,333506,4,5,2023-11-30 19:04:57,2023-12-01 01:15:57,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990700,334078,38,16,2020-11-01 07:19:33,2020-11-01 21:31:33,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990701,333366,47,46,2022-06-23 14:50:00,2022-06-24 02:01:00,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990702,333619,17,30,2019-12-04 07:19:20,2019-12-05 03:53:20,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
